STATEFIPS;STATE;ZIPCODE;NumofReturns;TotalIncome;Salaries;NumofRetwithDivis;Divis;NumofRetwithRE;Retax
6;CA;90640;31230.0000;1606512.0000;1193463.0000;2740.0000;10361.0000;3000.0000;19659.0000
6;CA;90650;50570.0000;2543624.0000;2092370.0000;3240.0000;4222.0000;5890.0000;30697.0000
6;CA;90660;31430.0000;1537528.0000;1242024.0000;1680.0000;2025.0000;3620.0000;20058.0000
6;CA;90670;8610.0000;554824.0000;415903.0000;740.0000;1468.0000;1260.0000;7296.0000
6;CA;90680;15000.0000;695578.0000;549917.0000;1340.0000;2741.0000;1240.0000;6253.0000
6;CA;90701;8050.0000;449835.0000;322498.0000;960.0000;2481.0000;730.0000;4596.0000
6;CA;90703;25540.0000;2429053.0000;1557269.0000;7590.0000;39186.0000;4600.0000;34274.0000
6;CA;90706;37620.0000;1884565.0000;1525043.0000;2460.0000;4750.0000;3660.0000;19828.0000
6;CA;90710;12860.0000;771441.0000;564526.0000;1700.0000;4859.0000;1760.0000;10345.0000
6;CA;90712;16540.0000;1331245.0000;1001641.0000;2820.0000;8575.0000;3750.0000;23693.0000
6;CA;90713;14580.0000;1222238.0000;932696.0000;2880.0000;7447.0000;3550.0000;22263.0000
6;CA;90715;10590.0000;584999.0000;469117.0000;1090.0000;1997.0000;1170.0000;6334.0000
6;CA;90716;6590.0000;254296.0001;208533.0000;260.0000;212.0000;310.0000;1376.0000
6;CA;90717;11020.0000;747272.0000;535088.0000;1920.0000;8105.0000;1480.0000;10220.0000
6;CA;90720;11370.0000;1523652.0000;896012.0000;3960.0000;30193.0000;2830.0000;26644.0000
6;CA;90723;25930.0000;1066660.0000;876878.0000;880.0000;1486.0000;1630.0000;8171.0000
6;CA;90731;28160.0000;1763546.0000;1305008.0000;3300.0000;13310.0000;3000.0000;19673.0000
6;CA;90732;10770.0000;1081797.0000;699877.0000;2960.0000;17182.0000;2680.0000;18972.0000
6;CA;90740;13910.0000;1575601.0000;754580.0000;5550.0000;46705.0000;2730.0000;22831.0000
6;CA;90744;24210.0000;1043717.0000;859639.0000;830.0000;1298.0000;1490.0000;7428.0000
6;CA;90745;29900.0000;1690345.0000;1338290.0000;2560.0000;3693.0000;3920.0000;22080.0000
6;CA;90746;14360.0000;917898.0000;659901.0000;1390.0000;2451.0000;3130.0000;17631.0000
6;CA;90755;6150.0000;478969.0000;355549.0000;1090.0000;3194.0000;1150.0000;8446.0000
6;CA;90802;21110.0000;1474699.0000;1157898.0000;2920.0000;11997.0000;1950.0000;11614.0000
6;CA;90803;18010.0000;2402684.0000;1319472.0000;6320.0000;73543.0000;3720.0000;38963.0000
6;CA;90804;19060.0000;949894.0000;765357.0000;1670.0000;4183.0000;1270.0000;7154.0000
6;CA;90805;43950.0000;1895240.0000;1555632.0000;2070.0000;3475.0000;3620.0000;18183.0000
6;CA;90806;19440.0000;912387.0000;719201.0000;1270.0000;2135.0000;1650.0000;8958.0000
6;CA;90807;16820.0000;1538775.0000;1043419.0000;3380.0000;22239.0000;3460.0000;25222.0000
6;CA;90808;19950.0000;2023169.0000;1446386.0000;5560.0000;26377.0000;5590.0000;38816.0000
6;CA;90810;18040.0000;843451.0000;687293.0000;990.0000;1825.0000;1700.0000;8550.0000
6;CA;90813;23250.0000;809452.0000;667527.0000;770.0000;1569.0000;590.0000;2790.0000
6;CA;90814;10600.0000;951563.0000;637659.0000;2440.0000;15515.0000;1570.0000;12287.0000
6;CA;90815;19980.0000;1979424.0000;1353098.0000;5550.0000;33954.0000;4910.0000;35244.0000
6;CA;91001;18090.0000;2070618.0000;1271114.0000;5050.0000;49161.0000;4740.0000;36664.0000
6;CA;91006;15790.0000;2014432.0000;1062874.0000;5710.0000;69019.0000;2910.0000;35456.0000
6;CA;91007;15580.0000;1696096.0000;936383.0000;5160.0000;60876.0000;2080.0000;25891.0000
6;CA;91008;530.0000;146999.0000;52014.0000;210.0000;3098.0000;180.0000;3313.0000
6;CA;91010;12910.0000;795540.0000;591815.0000;1760.0000;8589.0000;1800.0000;10904.0000
6;CA;91011;9460.0000;3243006.0000;1390948.0000;5160.0000;146707.0000;3560.0000;61831.0000
6;CA;91016;20320.0000;1640196.0000;1161183.0000;4170.0000;25740.0000;3160.0000;24962.0000
6;CA;91020;3910.0000;301720.0000;224772.0000;800.0000;2261.0000;500.0000;3426.0000
6;CA;91024;5660.0000;879901.0000;482175.0000;2220.0000;21075.0000;1410.0000;13926.0000
6;CA;91030;12800.0000;1987728.0000;1100931.0000;4690.0000;67959.0000;2440.0000;29200.0000
6;CA;91040;10210.0000;764651.0000;523253.0000;1850.0000;8425.0000;2100.0000;14561.0000
6;CA;91042;13000.0000;937500.0000;607792.0000;1890.0000;7047.0000;2150.0000;14587.0000
6;CA;91101;10560.0000;1045122.0000;699293.0000;2890.0000;34454.0000;1040.0000;8821.0000
6;CA;91103;12590.0000;1283199.0000;771565.0000;2190.0000;32040.0000;2000.0000;18591.0000
6;CA;91104;17010.0000;1492522.0000;1050247.0000;3970.0000;25549.0000;3100.0000;22881.0000
6;CA;91105;6890.0000;1971980.0000;756544.0000;3500.0000;117696.0000;2140.0000;30214.0000
6;CA;91106;12330.0000;1692261.0000;1024832.0000;3660.0000;94806.0000;1880.0000;21702.0000
6;CA;91107;16990.0000;2111281.0000;1240393.0000;5510.0000;55857.0000;3560.0000;32943.0000
6;CA;91108;6390.0000;2243642.0000;732071.0000;3880.0000;205343.0000;1870.0000;38631.0000
6;CA;91201;10550.0000;730171.0000;491878.0000;1560.0000;6699.0000;1270.0000;10086.0000
6;CA;91202;11140.0000;1023806.0000;646902.0000;2370.0000;19017.0000;1740.0000;15627.0000
6;CA;91203;7960.0000;529686.0000;378126.0000;1080.0000;8003.0000;520.0000;3606.0000
6;CA;91204;7900.0000;408957.0000;313168.0000;730.0000;1111.0000;310.0000;1834.0000
6;CA;91205;16820.0000;843106.0000;617971.0000;1660.0000;5529.0000;930.0000;5676.0000
6;CA;91206;15800.0000;1353713.0000;849832.0000;3170.0000;26502.0000;2320.0000;19113.0000
6;CA;91207;5030.0000;786552.0000;363139.0000;1580.0000;14547.0000;1240.0000;13105.0000
6;CA;91208;8130.0000;1124877.0000;628730.0000;2740.0000;29072.0000;2200.0000;20692.0000
6;CA;91210;190.0000;28577.0003;15142.0000;50.0000;248.0000;30.0000;308.0000
6;CA;91214;14850.0000;1654905.0000;1117767.0000;4600.0000;27171.0000;3630.0000;28706.0000
6;CA;91301;12360.0000;2015493.0000;1136235.0000;5230.0000;56473.0000;3530.0000;35947.0000
6;CA;91302;12130.0000;4504294.0000;1524174.0000;5780.0000;141595.0000;3830.0000;67586.0000
6;CA;91303;13740.0000;654257.0000;515589.0000;1130.0000;2435.0000;810.0000;4779.0000
6;CA;91304;24770.0000;1676138.0000;1180703.0000;4210.0000;20571.0000;3460.0000;25213.0000
6;CA;91306;23410.0000;1275121.0000;959788.0000;2910.0000;7194.0000;2820.0000;16784.0000
6;CA;91307;12440.0000;1450094.0000;887113.0000;3860.0000;24232.0000;3080.0000;26376.0000
6;CA;91311;19960.0000;1929929.0000;1192419.0000;4590.0000;34947.0000;3910.0000;31943.0000
6;CA;91316;14570.0000;2145661.0000;1159223.0000;4230.0000;59304.0000;2930.0000;37192.0000
6;CA;91320;21700.0000;2672267.0000;1826658.0000;7730.0000;67797.0000;5350.0000;41638.0000
6;CA;91321;16120.0000;1149502.0000;783930.0000;2550.0000;13023.0000;2430.0000;17487.0000
6;CA;91324;15120.0000;1108618.0000;721747.0000;2640.0000;17676.0000;2120.0000;15978.0000
6;CA;91325;17290.0000;1265429.0000;833136.0000;3170.0000;18780.0000;2560.0000;20319.0000
6;CA;91326;18400.0000;2283322.0000;1423488.0000;5990.0000;35455.0000;4970.0000;46848.0000
6;CA;91331;47210.0000;1921739.0000;1565835.0000;1810.0000;1938.0000;3260.0000;17049.0000
6;CA;91335;37080.0000;1871478.0000;1399437.0000;3790.0000;10439.0000;3610.0000;20774.0000
6;CA;91340;16470.0000;720632.0000;589449.0000;650.0000;643.0000;1300.0000;7645.0000
6;CA;91342;46390.0000;2433714.0000;1925398.0000;3370.0000;7044.0000;5810.0000;32887.0000
6;CA;91343;28400.0000;1559313.0000;1166364.0000;3100.0000;9508.0000;3400.0000;20740.0000
6;CA;91344;26390.0000;2230496.0000;1477205.0000;5240.0000;30069.0000;5380.0000;40410.0000
6;CA;91345;9790.0000;532091.0000;412263.0000;790.0000;1514.0000;1300.0000;7403.0000
6;CA;91350;20270.0000;2025599.0000;1574144.0000;4260.0000;13129.0000;5900.0000;48353.0000
6;CA;91351;17150.0000;1078655.0000;850490.0000;1950.0000;4356.0000;2750.0000;16377.0000
6;CA;91352;22480.0000;1092169.0000;787078.0000;1590.0000;5409.0000;1950.0000;12561.0000
6;CA;91354;15350.0000;1765879.0000;1347010.0000;4230.0000;17152.0000;4720.0000;42809.0000
6;CA;91355;15920.0000;1678116.0000;1126107.0000;4270.0000;26140.0000;3710.0000;28755.0000
6;CA;91356;14810.0000;2064008.0000;1005888.0000;4470.0000;55857.0000;3290.0000;38614.0000
6;CA;91360;21040.0000;2236823.0000;1340042.0000;6730.0000;58295.0000;4610.0000;30601.0000
6;CA;91361;10390.0000;2849332.0000;1326855.0000;5080.0000;140976.0000;3350.0000;48592.0000
6;CA;91362;18330.0000;3398903.0000;1781119.0000;7420.0000;126675.0000;5080.0000;52996.0000
6;CA;91364;14280.0000;2410049.0000;1233200.0000;5010.0000;68538.0000;3830.0000;45965.0000
6;CA;91367;23130.0000;2764097.0000;1640999.0000;6640.0000;67471.0000;4560.0000;45371.0000
6;CA;91377;6880.0000;1023261.0000;686855.0000;3090.0000;21660.0000;1930.0000;18928.0000
6;CA;91381;9250.0000;1316630.0000;931577.0000;2830.0000;24174.0000;2600.0000;28405.0000
6;CA;91384;11200.0000;945885.0000;731177.0000;1850.0000;4813.0000;2710.0000;19504.0000
6;CA;91387;21740.0000;1792273.0000;1324382.0000;3360.0000;18758.0000;4250.0000;34826.0000
6;CA;91390;9170.0000;959676.0000;689269.0000;2070.0000;7750.0000;2680.0000;22536.0000
6;CA;91401;19290.0000;1288138.0000;855126.0000;3300.0000;16150.0000;2320.0000;18932.0000
6;CA;91402;31620.0000;1248698.0000;993427.0000;1500.0000;1987.0000;1790.0000;9635.0000
6;CA;91403;14130.0000;2357239.0000;1373527.0000;4870.0000;55015.0000;2960.0000;39344.0000
6;CA;91405;25090.0000;1114951.0000;820976.0000;1910.0000;5613.0000;1620.0000;9724.0000
6;CA;91406;25890.0000;1647488.0000;1074363.0000;3060.0000;10116.0000;2750.0000;17792.0000
6;CA;91411;11300.0000;686681.0000;505106.0000;1640.0000;6094.0000;1030.0000;7850.0000
6;CA;91423;17650.0000;2609992.0000;1537581.0000;5710.0000;85913.0000;3320.0000;40702.0000
6;CA;91436;9280.0000;5250440.0000;2051533.0000;5190.0000;244547.0000;3640.0000;83025.0000
6;CA;91501;10300.0000;868217.0000;579225.0000;2060.0000;10681.0000;1450.0000;12180.0000
6;CA;91502;5550.0000;333033.0000;241207.0000;750.0000;1706.0000;270.0000;1919.0000
6;CA;91504;12810.0000;1384173.0000;767685.0000;2800.0000;15191.0000;2340.0000;18733.0000
6;CA;91505;17280.0000;1740226.0000;1214350.0000;4410.0000;28243.0000;3000.0000;22603.0000
6;CA;91506;10310.0000;964391.0000;662584.0000;2570.0000;11387.0000;1880.0000;13189.0000
6;CA;91601;21870.0000;1253877.0000;939004.0000;3300.0000;9560.0000;1380.0000;9773.0000
6;CA;91602;11460.0000;1230443.0000;817974.0000;3150.0000;26546.0000;1650.0000;17263.0000
6;CA;91604;16240.0000;2726705.0000;1569101.0000;6230.0000;81987.0000;3670.0000;46336.0000
6;CA;91605;26340.0000;1154723.0000;839784.0000;1740.0000;4237.0000;1850.0000;11205.0000
6;CA;91606;21250.0000;997567.0000;734047.0000;1950.0000;4763.0000;1620.0000;9723.0000
6;CA;91607;15670.0000;1451532.0000;910686.0000;3750.0000;23247.0000;2070.0000;18612.0000
6;CA;91701;19560.0000;1664529.0000;1118721.0000;3580.0000;15523.0000;3970.0000;22697.0000
6;CA;91702;29120.0000;1549997.0000;1229512.0000;2510.0000;5310.0000;3140.0000;20319.0000
6;CA;91706;36850.0000;1550471.0000;1247300.0000;2040.0000;2202.0000;2330.0000;12638.0000
6;CA;91708;7140.0000;513955.0000;432425.0000;900.0000;1593.0000;1240.0000;9713.0000
6;CA;91709;38440.0000;3781766.0000;2514721.0000;8790.0000;48136.0000;7360.0000;55930.0000
6;CA;91710;39370.0000;2500474.0000;1859234.0000;4440.0000;16114.0000;5700.0000;34072.0000
6;CA;91711;16470.0000;2065380.0000;1163772.0000;5230.0000;53126.0000;3850.0000;33184.0000
6;CA;91722;18760.0000;1016497.0000;815880.0000;1690.0000;2906.0000;2540.0000;13624.0000
6;CA;91723;9850.0000;579785.0000;442170.0000;990.0000;3063.0000;1210.0000;7162.0000
6;CA;91724;13500.0000;1031071.0000;712195.0000;2060.0000;10376.0000;2510.0000;16764.0000
6;CA;91730;34020.0000;2087942.0000;1626282.0000;3340.0000;6772.0000;3970.0000;19383.0000
6;CA;91731;12920.0000;567866.0000;403479.0000;970.0000;2010.0000;630.0000;4227.0000
6;CA;91732;28080.0000;1135890.0000;885898.0000;2040.0000;2637.0000;1420.0000;9191.0000
6;CA;91733;19610.0000;761278.0000;604575.0000;1110.0000;1573.0000;850.0000;5076.0000
6;CA;91737;11860.0000;1272633.0000;775450.0000;2540.0000;15703.0000;2610.0000;19214.0000
6;CA;91739;18120.0000;1906389.0000;1310717.0000;3260.0000;24607.0000;4340.0000;36351.0000
6;CA;91740;13280.0000;923715.0000;678061.0000;2020.0000;7975.0000;2200.0000;13259.0000
6;CA;91741;13000.0000;1538137.0000;917299.0000;3620.0000;23928.0000;3280.0000;26444.0000
6;CA;91744;40750.0000;1744683.0000;1431233.0000;1980.0000;2755.0000;2960.0000;14859.0000
6;CA;91745;27810.0000;2025047.0000;1293761.0000;5640.0000;32306.0000;3820.0000;26737.0000
6;CA;91746;14900.0000;706722.0000;534276.0000;770.0000;1770.0000;1200.0000;6884.0000
6;CA;91748;23220.0000;1509189.0000;898230.0000;4460.0000;26282.0000;2240.0000;18803.0000
6;CA;91750;17020.0000;1622053.0000;990739.0000;3870.0000;27251.0000;3520.0000;24661.0000
6;CA;91752;18120.0000;1142112.0000;870465.0000;1440.0000;2483.0000;2710.0000;20173.0000
6;CA;91754;18780.0000;1201923.0000;732218.0000;3980.0000;29021.0000;1760.0000;14050.0000
6;CA;91755;16120.0000;809631.0000;514338.0000;2660.0000;8844.0000;1160.0000;8604.0000
6;CA;91761;31280.0000;1806994.0000;1419210.0000;2440.0000;5166.0000;4090.0000;21724.0000
6;CA;91762;31410.0000;1637458.0000;1301533.0000;2190.0000;6422.0000;3380.0000;18653.0000
6;CA;91763;18670.0000;914008.0000;692687.0000;1110.0000;2431.0000;1510.0000;6800.0000
6;CA;91764;26680.0000;1215149.0000;1006502.0000;1220.0000;2323.0000;1810.0000;7512.0000
6;CA;91765;23420.0000;2281555.0000;1390338.0000;6460.0000;55437.0000;4160.0000;36629.0000
6;CA;91766;33350.0000;1575109.0000;1252817.0000;2090.0000;3934.0000;2690.0000;15701.0000
6;CA;91767;23900.0000;1146912.0000;915828.0000;1570.0000;6238.0000;2420.0000;12039.0000
6;CA;91768;14790.0000;653966.0000;527213.0000;760.0000;1776.0000;1230.0000;6259.0000
6;CA;91770;30580.0000;1402672.0000;994747.0000;4110.0000;8921.0000;1950.0000;13713.0000
6;CA;91773;17100.0000;1515779.0000;998633.0000;3540.0000;17489.0000;3520.0000;24622.0000
6;CA;91775;11750.0000;1085880.0000;726129.0000;3630.0000;18857.0000;2010.0000;17976.0000
6;CA;91776;20240.0000;989397.0000;671791.0000;2950.0000;7901.0000;1180.0000;9483.0000
6;CA;91780;18060.0000;1288663.0000;850182.0000;4530.0000;14359.0000;2140.0000;17895.0000
6;CA;91784;13830.0000;1632208.0000;966586.0000;4090.0000;32107.0000;3810.0000;27734.0000
6;CA;91786;26490.0000;1546936.0000;1158088.0000;2890.0000;10901.0000;3010.0000;15120.0000
6;CA;91789;22040.0000;2422952.0000;1289445.0000;6640.0000;69644.0000;3630.0000;34465.0000
6;CA;91790;22870.0000;1305671.0000;981420.0000;2490.0000;5188.0000;2790.0000;15793.0000
6;CA;91791;17000.0000;1386396.0000;854532.0000;2920.0000;19637.0000;2830.0000;21734.0000
6;CA;91792;14880.0000;831281.0000;638850.0000;1760.0000;3369.0000;1660.0000;9154.0000
6;CA;91801;27270.0000;1637002.0000;1161135.0000;5030.0000;17448.0000;2010.0000;13807.0000
6;CA;91803;15570.0000;928367.0000;654538.0000;2710.0000;7293.0000;1420.0000;9453.0000
6;CA;91901;8180.0000;827957.0000;509861.0000;1730.0000;9175.0000;1890.0000;14046.0000
6;CA;91902;9160.0000;846034.0000;480874.0000;2010.0000;12876.0000;1940.0000;14345.0000
6;CA;91905;760.0000;38826.0000;25549.0000;50.0000;160.0000;50.0000;198.0000
6;CA;91906;1740.0000;102334.0001;72070.0000;120.0000;186.0000;170.0000;794.0000
6;CA;91910;41210.0000;2435159.0000;1730248.0000;4270.0000;21884.0000;4100.0000;23410.0000
6;CA;91911;45540.0000;2188211.0000;1696394.0000;2690.0000;5744.0000;3200.0000;16785.0000
6;CA;91913;26220.0000;2167041.0000;1717037.0000;3670.0000;7629.0000;5830.0000;48703.0000
6;CA;91914;7930.0000;915395.0000;627912.0000;1610.0000;8466.0000;2290.0000;20848.0000
6;CA;91915;15510.0000;1303693.0000;1032009.0000;2240.0000;6377.0000;3440.0000;26352.0000
6;CA;91916;950.0000;89379.0000;53048.0000;200.0000;818.0000;180.0000;957.0000
6;CA;91917;590.0000;26290.0001;18578.0000;40.0000;66.0000;20.0000;105.0000
6;CA;91932;13070.0000;672965.0000;504465.0000;1290.0000;3138.0000;930.0000;5355.0000
6;CA;91934;310.0000;11187.0001;7276.0000;0.0000;0.0000;0.0000;0.0000
6;CA;91935;4630.0000;517611.0000;264584.0000;1050.0000;7400.0000;1050.0000;8361.0000
6;CA;91941;16550.0000;1592690.0000;965324.0000;4200.0000;29370.0000;3200.0000;22907.0000
6;CA;91942;21170.0000;1443267.0000;1045173.0000;3830.0000;19176.0000;2610.0000;14022.0000
6;CA;91945;13860.0000;720086.0000;554391.0000;1290.0000;2880.0000;1510.0000;7611.0000
6;CA;91950;29460.0000;1233634.0000;969915.0000;1290.0000;3328.0000;1280.0000;5962.0000
6;CA;91962;940.0000;81789.0000;50446.0000;170.0000;942.0000;170.0000;792.0000
6;CA;91963;710.0000;28200.0001;21195.0000;20.0000;38.0000;0.0000;0.0000
6;CA;91977;30080.0000;1659203.0000;1236070.0000;3050.0000;9724.0000;3400.0000;17409.0000
6;CA;91978;5140.0000;323059.0000;228481.0000;650.0000;1997.0000;660.0000;3845.0000
6;CA;91980;1230.0000;39843.0002;30114.0000;0.0000;0.0000;0.0000;0.0000
6;CA;92003;2910.0000;329025.0000;167530.0000;830.0000;14075.0000;590.0000;4968.0000
6;CA;92004;1540.0000;88542.0000;39762.0000;310.0000;3221.0000;120.0000;626.0000
6;CA;92007;6030.0000;993461.0000;550566.0000;2530.0000;33916.0000;1370.0000;15038.0000
6;CA;92008;14740.0000;1747090.0000;1024999.0000;4750.0000;46817.0000;2600.0000;22956.0000
6;CA;92009;21440.0000;3728214.0000;2295191.0000;9600.0000;104241.0000;6560.0000;65701.0000
6;CA;92010;8980.0000;1065411.0000;734757.0000;3180.0000;19054.0000;2170.0000;17663.0000
6;CA;92011;11930.0000;1882524.0000;1155226.0000;5160.0000;49207.0000;3210.0000;29579.0000
6;CA;92014;7500.0000;2431608.0000;1042668.0000;4330.0000;126744.0000;2350.0000;37672.0000
6;CA;92019;21240.0000;1747288.0000;1035001.0000;3740.0000;25611.0000;3780.0000;25391.0000
6;CA;92020;27160.0000;1817433.0000;1189582.0000;3600.0000;26216.0000;3110.0000;19563.0000
6;CA;92021;32490.0000;1900768.0000;1349984.0000;3220.0000;15327.0000;3370.0000;20383.0000
6;CA;92024;25680.0000;4730973.0000;2528415.0000;10960.0000;151323.0000;6380.0000;70598.0000
6;CA;92025;22950.0000;1579381.0000;1124634.0000;3240.0000;19580.0000;2580.0000;17000.0000
6;CA;92026;26000.0000;1931053.0000;1352692.0000;4730.0000;25597.0000;3950.0000;24555.0000
6;CA;92027;26930.0000;1643352.0000;1246699.0000;3280.0000;13828.0000;3170.0000;18439.0000
6;CA;92028;24800.0000;1986947.0000;1212186.0000;5050.0000;44572.0000;4460.0000;29802.0000
6;CA;92029;10500.0000;1347281.0000;850537.0000;3050.0000;34633.0000;2520.0000;21450.0000
6;CA;92036;1780.0000;119835.0000;60936.0000;330.0000;2021.0000;230.0000;1094.0000
6;CA;92037;19710.0000;5590909.0000;2203807.0000;10350.0000;390741.0000;5260.0000;96517.0000
6;CA;92040;21460.0000;1534343.0000;1057801.0000;3260.0000;9017.0000;3200.0000;18113.0000
6;CA;92054;19950.0000;1377039.0000;941718.0000;3480.0000;20988.0000;2210.0000;14150.0000
6;CA;92056;28230.0000;2109639.0000;1405434.0000;6230.0000;30970.0000;4500.0000;24423.0000
6;CA;92057;29600.0000;2004336.0000;1447381.0000;4900.0000;17126.0000;4540.0000;25208.0000
6;CA;92058;16930.0000;897958.0000;728356.0000;1900.0000;3519.0000;1170.0000;5729.0000
6;CA;92059;930.0000;66477.0001;27098.0000;50.0000;152.0000;70.0000;407.0000
6;CA;92061;1520.0000;118005.0000;54428.0000;240.0000;6869.0000;140.0000;1154.0000
6;CA;92064;22960.0000;3124049.0000;1972011.0000;7770.0000;83654.0000;5550.0000;49103.0000
6;CA;92065;18110.0000;1518956.0000;1051085.0000;3480.0000;21154.0000;3500.0000;21924.0000
6;CA;92066;140.0000;8494.0002;5801.0000;0.0000;0.0000;0.0000;0.0000
6;CA;92069;23310.0000;1680067.0000;1257520.0000;3540.0000;12672.0000;3010.0000;20621.0000
6;CA;92070;610.0000;38195.0002;20782.0000;90.0000;345.0000;50.0000;298.0000
6;CA;92071;27750.0000;2147462.0000;1616280.0000;5030.0000;13709.0000;4780.0000;26278.0000
6;CA;92075;6890.0000;1566135.0000;730105.0000;3320.0000;56933.0000;1880.0000;23664.0000
6;CA;92078;23000.0000;2426963.0000;1718025.0000;6490.0000;35089.0000;5120.0000;44887.0000
6;CA;92081;14940.0000;1192145.0000;835440.0000;3290.0000;17417.0000;2340.0000;14950.0000
6;CA;92082;10370.0000;839158.0000;540542.0000;1950.0000;11061.0000;1870.0000;13406.0000
6;CA;92083;18960.0000;964019.0000;764251.0000;1640.0000;3413.0000;1540.0000;8239.0000
6;CA;92084;24470.0000;1675972.0000;1095448.0000;3740.0000;21609.0000;3020.0000;19323.0000
6;CA;92086;630.0000;32763.0000;17041.0000;80.0000;151.0000;40.0000;162.0000
6;CA;92091;750.0000;288869.0000;118549.0000;470.0000;16657.0000;290.0000;5482.0000
6;CA;92101;25200.0000;2650133.0000;1767808.0000;6800.0000;60327.0000;3420.0000;30313.0000
6;CA;92102;21100.0000;1013312.0000;804674.0000;1840.0000;5024.0000;1120.0000;5855.0000
6;CA;92103;19920.0000;2303209.0000;1386789.0000;6610.0000;71905.0000;3160.0000;28115.0000
6;CA;92104;25760.0000;1881439.0000;1452975.0000;5220.0000;19351.0000;2570.0000;15481.0000
6;CA;92105;31970.0000;1271312.0000;1000455.0000;1900.0000;3237.0000;1330.0000;5725.0000
6;CA;92106;9740.0000;1513555.0000;760497.0000;4060.0000;60422.0000;2490.0000;28864.0000
6;CA;92107;15350.0000;1537730.0000;990952.0000;4560.0000;35931.0000;2240.0000;20407.0000
6;CA;92108;14780.0000;1333962.0000;958826.0000;3180.0000;12189.0000;1710.0000;11513.0000
6;CA;92109;25510.0000;2828369.0000;1706879.0000;8380.0000;61622.0000;2940.0000;27245.0000
6;CA;92110;13600.0000;1168764.0000;756314.0000;3580.0000;24270.0000;1960.0000;13779.0000
6;CA;92111;23320.0000;1579662.0000;1130562.0000;4770.0000;24445.0000;2760.0000;15662.0000
6;CA;92113;23790.0000;825971.0000;673014.0000;570.0000;441.0000;600.0000;2586.0000
6;CA;92114;33820.0000;1639356.0000;1241160.0000;2250.0000;2621.0000;3220.0000;14004.0000
6;CA;92115;27240.0000;1594623.0000;1169487.0000;3840.0000;15769.0000;2760.0000;16074.0000
6;CA;92116;18820.0000;1520838.0000;1125144.0000;4470.0000;23969.0000;2390.0000;15992.0000
6;CA;92117;27770.0000;2303207.0000;1595280.0000;7270.0000;35147.0000;4170.0000;27087.0000
6;CA;92118;8050.0000;1393886.0000;630787.0000;3770.0000;76721.0000;1810.0000;22928.0000
6;CA;92119;12170.0000;1109588.0000;751725.0000;3500.0000;17723.0000;2520.0000;15285.0000
6;CA;92120;15640.0000;1571905.0000;1011883.0000;4730.0000;30861.0000;3150.0000;21361.0000
6;CA;92121;2550.0000;499351.0000;280216.0000;1040.0000;13794.0000;540.0000;5676.0000
6;CA;92122;20760.0000;2301790.0000;1496814.0000;7990.0000;65967.0000;2680.0000;20639.0000
6;CA;92123;15600.0000;1205659.0000;915965.0000;3340.0000;12957.0000;1960.0000;12207.0000
6;CA;92124;13580.0000;1273586.0000;895436.0000;3880.0000;22115.0000;2220.0000;14761.0000
6;CA;92126;38190.0000;2987736.0000;2379512.0000;8590.0000;21786.0000;4430.0000;25901.0000
6;CA;92127;20680.0000;4428923.0000;2954341.0000;9130.0000;99015.0000;6240.0000;89117.0000
6;CA;92128;24880.0000;2932651.0000;1997293.0000;9720.0000;74100.0000;5650.0000;38490.0000
6;CA;92129;24920.0000;3233134.0000;2370318.0000;9190.0000;49460.0000;5340.0000;41536.0000
6;CA;92130;27540.0000;6949297.0000;4367021.0000;14110.0000;194648.0000;7620.0000;104783.0000
6;CA;92131;17190.0000;2974462.0000;1962207.0000;8080.0000;79848.0000;5020.0000;50039.0000
6;CA;92139;18080.0000;946844.0000;731100.0000;1340.0000;1698.0000;1800.0000;7817.0000
6;CA;92154;48080.0000;2329666.0000;1817071.0000;2850.0000;5566.0000;3500.0000;19777.0000
6;CA;92173;27680.0000;972432.0000;760657.0000;580.0000;2190.0000;420.0000;2072.0000
6;CA;92201;28360.0000;1311037.0000;898467.0000;2080.0000;11631.0000;2160.0000;12054.0000
6;CA;92203;14310.0000;1058872.0000;645044.0000;2630.0000;18431.0000;2600.0000;15809.0000
6;CA;92210;2070.0000;547242.0000;121827.0000;1160.0000;31970.0000;750.0000;12253.0000
6;CA;92211;13420.0000;1190817.0000;481920.0000;4760.0000;49718.0000;2930.0000;19756.0000
6;CA;92220;15480.0000;831128.0000;455038.0000;1740.0000;7107.0000;1240.0000;5324.0000
6;CA;92223;28080.0000;1949088.0000;1416579.0000;3160.0000;9178.0000;5110.0000;32116.0000
6;CA;92225;6020.0000;276880.0000;218515.0000;290.0000;612.0000;580.0000;1702.0000
6;CA;92227;11980.0000;640902.0000;445064.0000;640.0000;6824.0000;700.0000;2947.0000
6;CA;92230;1070.0000;39290.0001;30138.0000;30.0000;5.0000;30.0000;89.0000
6;CA;92231;25690.0000;875237.0000;637316.0000;420.0000;976.0000;510.0000;2216.0000
6;CA;92233;1860.0000;65973.0000;53376.0000;40.0000;21.0000;50.0000;148.0000
6;CA;92234;24510.0000;1182748.0000;768955.0000;2640.0000;10950.0000;2110.0000;10590.0000
6;CA;92236;20310.0000;726019.0000;582310.0000;280.0000;143.0000;940.0000;4587.0000
6;CA;92240;17710.0000;672435.0000;477199.0000;850.0000;2256.0000;840.0000;3640.0000
6;CA;92241;3350.0000;129995.0001;81951.0000;310.0000;1217.0000;140.0000;520.0000
